"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"f9809fce-91f3-403f-b66e-1e5676bc5b47","NSW 335945","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in50","The Royal Botanic Gardens & Domain Trust","co54","National Herbarium of New South Wales","CC-BY 3.0 (Au)","NSW","NSW","(Above Audley),","-34.1200000000","151.0300000000","","-34.12","151.03","","1000.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","Johnson, L.A.S.","1946","01","23","1946-01-23","","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"f819b561-de76-4543-a4f3-eb1653aeb421","SPJGI3832206","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.079380927","151.029700326","GDA94","-34.079380926","151.029700326","","100.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","190.0","190.0","","","","NAGP","1997","01","08","1997-01-08","","HumanObservation","HumanObservation","present","","","","true","true"
"f6b40261-65f5-40fd-8b2f-315555817deb","NSW335945","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.115090927","151.034495194","GDA94","-34.115090926","151.034495194","","1000.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","NSWOBS-07886","1946","01","23","1946-01-23","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"e568983f-76c6-4d83-bc6a-80c2e1be6d9a","SJJSI0125163","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.38517","150.76424","GDA94","-34.38517","150.76424","","500.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OEMM09102201","2008","01","16","2008-01-16","","HumanObservation","HumanObservation","present","","","","true","true"
"d706fe81-68c6-4575-947c-6d393c32408c","SPJGI3348122","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.196431953","151.019384484","GDA94","-34.196431952","151.019384484","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","240.0","240.0","","","","NAGP","1997","01","03","1997-01-03","","HumanObservation","HumanObservation","present","","","","true","true"
"d63797d1-a6ee-41aa-88ee-4e553f348e7f","QRS 4688.1","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in67","Australian Tropical Herbarium","co17","Australian Tropical Herbarium","CC-BY 3.0 (Au)","CNS","QRS","Royal National Park, N.S.W.","-34.1667000000","151.0000000000","","-34.1667","151.0","","10000.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","0.0","0.0","","","","Gill, B.","1974","01","16","1974-01-16","","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"afb7aab8-954e-402d-910d-3ad403e74bb7","SPJGI2621793","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.10519816","150.954309249","GDA94","-34.10519816","150.95430925","","100.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","95.0","95.0","","","","MCDR;VEG-AKKP","1990","01","16","1990-01-16","","HumanObservation","HumanObservation","present","","","","true","true"
"7d47c8fc-13cc-416c-bc3f-288002b0dec3","SPJGI3347268","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.145328288","150.959024458","GDA94","-34.145328287","150.959024458","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","260.0","260.0","","","","NAGP;VEG-CROSS;VEG-MBRAD;VEG-NLEIST","1998","01","17","1998-01-17","","HumanObservation","HumanObservation","present","","","","true","true"
"762dc57d-bfb6-46b5-b3d4-3781f8332fb3","SPJGI3868414","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.196431953","151.019384484","GDA94","-34.196431952","151.019384484","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","240.0","240.0","","","","NAGP","1997","01","03","1997-01-03","","HumanObservation","HumanObservation","present","","","","true","true"
"72dcd294-8132-4f28-9e77-af8529c8ac9d","SPJGI3836426","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.145328288","150.959024458","GDA94","-34.145328287","150.959024458","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","260.0","260.0","","","","NAGP;VEG-CROSS;VEG-MBRAD;VEG-NLEIST","1998","01","17","1998-01-17","","HumanObservation","HumanObservation","present","","","","true","true"
"6c57a897-c949-4b57-a1b1-6df176fbb865","SJJSI0496693","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.1933019","150.9119807","GDA94","-34.1933019","150.9119807","","20.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OIXR14072206;OJJS17112102","2017","01","09","2017-01-09","","HumanObservation","HumanObservation","present","","","","true","true"
"65c830fd-d5f1-4ef9-8227-6e2cbfb4e9ed","SPJGI2627202","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.163667769","151.000625732","GDA94","-34.163667768","151.000625732","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","165.0","165.0","","","","MCDR;VEG-AKKP","1990","01","02","1990-01-02","","HumanObservation","HumanObservation","present","","","","true","true"
"4e82d7cc-36bb-4ae6-8f4d-8524458bde03","SPJGI3347033","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.079380927","151.029700326","GDA94","-34.079380926","151.029700326","","100.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","190.0","190.0","","","","NAGP","1997","01","08","1997-01-08","","HumanObservation","HumanObservation","present","","","","true","true"
"45950d3e-eb45-47e1-8d67-5bd3a9af6910","SJJSI0655661","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.089610441","151.000973203","GDA94","-34.08961044","151.000973203","","170.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","1","OPUR17101700;OJJS18050104","2018","01","25","2018-01-25","","HumanObservation","HumanObservation","present","","","","true","true"
"35f02f7f-637f-4fc1-85cc-9e66e865fbaf","SPJGI3353055","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.240646885","150.933513808","GDA94","-34.240646884","150.933513808","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","CHAC;VEG-KNOWM","2000","01","13","2000-01-13","","HumanObservation","HumanObservation","present","","","","true","true"
"3191c6c7-2457-4a11-b55d-ea12734c7250","SIXRI1200688","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.162186413","151.056522637","GDA94","-34.162186412","151.056522637","","100.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","OIXR16041102","2016","01","","2016-01-11","","HumanObservation","HumanObservation","present","","","","true","true"
"303fcf71-7420-4c8b-b71f-519d8b6d8ad5","SJJSI0129765","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.3854222","150.7644361","GDA94","-34.3854222","150.7644361","","50.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OEMM09102201","2008","01","30","2008-01-30","","HumanObservation","HumanObservation","present","","","","true","true"
"16ddbf75-2c55-4f21-8a7a-461b16fdc9e2","SJJSI0128030","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.4399056","150.7172333","GDA94","-34.4399056","150.7172333","","500.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OEMM09111310","2007","01","25","2007-01-25","","HumanObservation","HumanObservation","present","","","","true","true"
"050c7f25-6b50-467c-b7b4-5f3d67194d7f","SJJSI0125231","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.38863","150.76086","GDA94","-34.38863","150.76086","","500.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OEMM09102201","2008","01","30","2008-01-30","","HumanObservation","HumanObservation","present","","","","true","true"
"fbabfa18-4f54-4cfe-822b-0d1156aba9a7","SPJGI3877046","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.264687023","150.879322025","GDA94","-34.264687022","150.879322025","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OJSG97052000","1999","02","18","1999-02-18","","HumanObservation","HumanObservation","present","","","","true","true"
"f527ff02-9bfb-40d9-a79b-0d065d98db46","SPJGI2622526","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.164864355","151.075443461","GDA94","-34.164864354","151.075443461","","100.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","60.0","60.0","","","","MCDR;VEG-AKKP","1990","02","06","1990-02-06","","HumanObservation","HumanObservation","present","","","","true","true"
"f2f7ff16-48ad-4840-bc37-cb563bf0e82f","NSW252635","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.315092157","150.884499593","GDA94","-34.315092156","150.884499593","","1667.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","NSWOBS-04148","1992","02","08","1992-02-08","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"caf03f13-e98d-458b-96ea-134bff6246f6","SAOH19011006","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.669550678","150.676410798","GDA94","-34.669550677","150.676410798","","7.0","Australia","New South Wales","Kiama (A)","","Sydney Basin","600.0","600.0","","","","PROUG-HO","2001","02","19","2001-02-19","","HumanObservation","HumanObservation","present","","","","true","true"
"c5efceb0-7944-4d47-9d67-8d20f881f91b","SPJGI3326346","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.242175694","150.8967151","GDA94","-34.2421757","150.8967151","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","0.0","0.0","","","","KEITHD","1986","02","02","1986-02-02","","HumanObservation","HumanObservation","present","","","","true","true"
"bccc031e-f076-4ab0-b004-cc375550fcc8","NSW 252635","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in50","The Royal Botanic Gardens & Domain Trust","co54","National Herbarium of New South Wales","CC-BY 3.0 (Au)","NSW","NSW","Sublime Point (Bulli Pass).","-34.3200000000","150.8800000000","","-34.32","150.88","","","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","D'Orazio, R.","1992","02","08","1992-02-08","","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"aa370576-c3b7-43ff-9beb-cf852ac9a29b","SPJGI3358623","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.264687023","150.879322025","GDA94","-34.264687022","150.879322025","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OJSG97052000","1999","02","18","1999-02-18","","HumanObservation","HumanObservation","present","","","","true","true"
"a9fa22c1-5059-4062-8028-d539bbc90852","PERTH 1429264","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","24.8 km (15.5 miles) NNE of Robertson on the No.1 fire trail in the catchment area of the Avon Dam","-34.4500000000","150.7333333300","GDA94","-34.4499999991","150.73333333","","","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","Coveny, R.","1969","02","24","1969-02-24","24 Feb 1969","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"a4884913-75c1-428c-8655-3d36c563c2f5","SPJGI3365315","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.149390745","150.929189637","GDA94","-34.149390744","150.929189637","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","CHAC;VEG-KNOWM","1999","02","25","1999-02-25","","HumanObservation","HumanObservation","present","","","","true","true"
"a0e3a236-e789-4e92-9705-4888de63d329","SPJGI5394864","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.669550678","150.676410798","GDA94","-34.669550677","150.676410798","","7.0","Australia","New South Wales","Kiama (A)","","Sydney Basin","600.0","600.0","","","","PROUG-HO","2001","02","19","2001-02-19","","HumanObservation","HumanObservation","present","","","","true","true"
"8502dbb0-6f90-45f6-a9eb-99a4e255c8f9","NSW 335941","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in50","The Royal Botanic Gardens & Domain Trust","co54","National Herbarium of New South Wales","CC-BY 3.0 (Au)","NSW","NSW","sandstone cliffs overlooking entrance to Port Hacking","-34.0500000000","151.1300000000","","-34.05","151.13","","1000.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","McKern, H.","1947","02","14","1947-02-14","","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"83081f4f-f9a6-488a-9b46-6ee18b348878","CANB 426232.1","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","24.8 km NNE of Robertson, on the No. 1 fire trail, catchment area ofthe Avon Dam.","-34.4500000000","150.7333000000","","-34.45","150.7333","","1000.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","540.0","540.0","","","","Coveny, R.","1969","02","24","1969-02-24","","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"7db2e7a4-5cf6-4a73-a303-d6b0bb1e00e1","WOLL 10524","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi L.A.S.Johnson","","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr376","MEL AVH data","in47","University of Wollongong","co72","The Janet Cosh Herbarium","CC-BY 3.0 (Au)","WOLL","WOLL","Harry Graham Dr, Mt Keira","-34.3953527823","150.8452165219","WGS84","-34.3953527823","150.8452165219","","","Australia","New South Wales","Wollongong (C)","","Sydney Basin","448.3","448.3","","","","Downes, D","2009","02","11","2009-02-11","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"6b347c4c-fcda-4fb6-8d8c-4263007bfc74","SJJSI0028847","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.114754563","150.937091822","GDA94","-34.114754562","150.937091822","","1660.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","ODMP05090502","2007","02","","2007-02-14","","HumanObservation","HumanObservation","present","","","","true","true"
"5bd5f4f8-159b-4add-a6c2-8edcd3e738c9","SIXRI1177822","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.035403","151.085607","GDA94","-34.035403","151.085607","","25.0","Australia","New South Wales","Sutherland Shire (A)","","Sydney Basin","","","","","","OIXR15011200","2015","02","04","2015-02-04","","HumanObservation","HumanObservation","present","","","","true","true"
"3f164d61-96ae-4739-861c-619f69647077","SRXLI0011796","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.420049116","150.812328528","GDA94","-34.420049115","150.812328528","","1000.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","OCJP98050400","2001","02","09","2001-02-09","","HumanObservation","HumanObservation","present","","","","true","true"
"3d4db137-e59c-4f45-8dbf-b65a18f7aad2","SDMPI0566233","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.335148973","150.877722844","GDA94","-34.335148972","150.877722844","","50.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","","","","","","ODMP97022001","2010","02","09","2010-02-09","","HumanObservation","HumanObservation","present","","","","true","true"
"27f9c5e7-07c5-4b3e-a53e-51386320085b","SPJGI3324277","http://id.biodiversity.org.au/node/apni/2917450","Eucalyptus sieberi","Silvertop Ash","Eucalyptus sieberi","species","coast ash","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus sieberi","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.241681912","150.920612304","GDA94","-34.241681911","150.920612304","","100.0","Australia","New South Wales","Wollongong (C)","","Sydney Basin","0.0","0.0","","","","KEITHD","1986","02","02","1986-02-02","","HumanObservation","HumanObservation","present","","","","true","true"
